Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17573&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17890&classDate=8/18/2023&clsLoc=1,IN-PERSON: All Levels ACRO with Sissa Strain,Sissa Strain,Studio 4,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17776&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Dario Natarelli,Dario Natarelli,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17671&classDate=8/18/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Michaela McGowan,Jenifer Dillow (4),Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17603&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg JUMPS AND TURNS with Ali Koinoglou,Dexter Da Rocha (5),Studio 4,1 hour & 30 minutes
Broadway Dance Center,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17559&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int TAP with Brent McBeth,Brent McBeth,Studio B,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17786&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg STREET STYLES with J Lyn Thomas,Robert Taylor Jr (7),Studio 3,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17787&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17697&classDate=8/18/2023&clsLoc=1,IN-PERSON: All Levels CONTEMPORARY FLOORWORK with Nijawwon Matthews,Lorena Cobos (8),Studio A,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17618&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Jermaine Browne (9),Studio 5,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17789&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17873&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Ehizoje Azeke,Ehizoje Azeke,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17516&classDate=8/18/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY with Blue,Blue,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17511&classDate=8/18/2023&clsLoc=1,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17520&classDate=8/18/2023&clsLoc=1,IN-PERSON: Beg BALLET with Michele Moreno,Michele Moreno,Studio 1,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17771&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Amanda LaMotte,Rebecca Frazier (1),Studio A,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16945&classDate=8/18/2023&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17567&classDate=8/18/2023&clsLoc=1,IN-PERSON: All Levels PILATES with Joy Karley,Joy Karley,Studio 4,1 hour & 15 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17545&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16923&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int TAP with Jill Kenney,Jill Kenney,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17565&classDate=8/18/2023&clsLoc=1,IN-PERSON: Basic BALLET with Joy Karley,Joy Karley,Studio 4,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17580&classDate=8/18/2023&clsLoc=1,IN-PERSON: Beg BROADWAY TAP with Deanna Doyle,Yuka Kameda (2),Studio B,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17775&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int STREET STYLES with Esosa Oviasu,Esosa Oviasu,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17784&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int BALLET with Kate Loh,Kate Loh,Studio 1,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17692&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Neil Schwartz,TBA (3),Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17783&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int COMMERCIAL THEATER JAZZ with Dylan Pearce,Dylan Pearce,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16957&classDate=8/18/2023&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Laura Kaufman (6),Studio 1,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17963&classDate=8/18/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Dan Lai,Dan Lai,Studio 5,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17613&classDate=8/18/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Adv Beg POP BALLET with Erica Ratkovicz,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17751&classDate=8/18/2023&clsLoc=1,IN-PERSON: Basic STREET JAZZ with Q,Q,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17614&classDate=8/18/2023&clsLoc=1,IN-PERSON: Beg JUMPS AND TURNS with Stacie Webster,Stacie Webster,Studio 4,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18235&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int Adv HEELS with Kayla Maria G,Kayla Maria G,Studio 3,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17682&classDate=8/18/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Gina Menichino,Gina Menichino,Studio 5,1 hour & 30 minutes
